@relation "itext"

@attribute iid numeric
@attribute enclosureType string
@attribute catchedType string
@attribute isFromArgument {true, false}
@attribute varNames string
@attribute varTypes string
@attribute constants string
@attribute methodNames string
@attribute methodExceptions string
@attribute otherExceptions string
@attribute classid{java.lang.IllegalArgumentException,java.lang.IndexOutOfBoundsException,com.itextpdf.kernel.PdfException,java.lang.UnsupportedOperationException,java.lang.RuntimeException,com.itextpdf.barcodes.qrcode.WriterException,com.itextpdf.io.IOException,java.io.IOException,java.lang.IllegalStateException,com.itextpdf.io.codec.brotli.dec.BrotliRuntimeException,com.itextpdf.io.font.woff2.FontCompressionException,java.io.EOFException,com.itextpdf.kernel.xmp.XMPException,com.itextpdf.pdfa.PdfAConformanceException,com.itextpdf.svg.exceptions.SvgProcessingException}

@data
379,"IfStatement","null",false,"jp2_ihdr type box ","int com.itextpdf.io.image.Jpeg2000ImageHelper.Jpeg2000Box ","","","","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
380,"IfStatement","null",false,"length box ","int com.itextpdf.io.image.Jpeg2000ImageHelper.Jpeg2000Box ","0xff4fff51 ","","","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
381,"CatchClause","java.io.IOException",false,"is jpx baseline expected jp2h marker jp2_jp2h expected ihdr marker invalid jpeg2000 file jp2_colr jp2_jp2c type length ","int java.io.InputStream com.itextpdf.io.image.Jpeg2000ImageHelper.Jpeg2000Box com.itextpdf.io.image.Jpeg2000ImageData com.itextpdf.io.image.Jpeg2000ImageData.Parameters java.lang.String java.util.List byte boolean com.itextpdf.io.image.Jpeg2000ImageHelper.ZeroBoxSizeException ","NULL 0x0000000c 0xff4fff51 0x0d0a870a ","cio_read jp2_read_boxhdr skip setBpc getData setWidth setHeight setColorSpace jp2_read_colr read loadData ","","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
382,"IfStatement","null",true,"jpeg2000 stream ","java.io.InputStream ","","cio_read ","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.image.Jpeg2000ImageHelper.ZeroBoxSizeException ",com.itextpdf.io.IOException
383,"IfStatement","null",true,"length box ","int com.itextpdf.io.image.Jpeg2000ImageHelper.Jpeg2000Box ","","","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.image.Jpeg2000ImageHelper.ZeroBoxSizeException ",com.itextpdf.io.IOException
384,"IfStatement","null",true,"image ","com.itextpdf.io.image.RawImageData ","","isRawImage ","","",java.lang.IllegalArgumentException
385,"IfStatement","null",true,"components ","int ","","","","com.itextpdf.io.IOException ",com.itextpdf.io.IOException
386,"IfStatement","null",true,"bpc ","int ","","","","com.itextpdf.io.IOException ",com.itextpdf.io.IOException
387,"IfStatement","null",true,"transparency components length ","int int ","NULL ","","","",com.itextpdf.io.IOException
388,"IfStatement","null",true,"transparency length ","int int ","NULL ","","","",com.itextpdf.io.IOException
389,"IfStatement","null",true,"ccittg3_1d type ccitt ccittg3_2d ccittg4 ","int ","","","","",com.itextpdf.io.IOException
390,"IfStatement","null",true,"jbig2 jbig2 ","com.itextpdf.io.image.ImageData com.itextpdf.io.image.ImageType ","","getOriginalType ","","com.itextpdf.io.IOException ",java.lang.IllegalArgumentException
391,"CatchClause","java.io.IOException",false,"decode parms ras image page bitmap width data globals page bitmap height raf ","com.itextpdf.io.image.Jbig2ImageData com.itextpdf.io.codec.Jbig2SegmentReader java.util.Map byte com.itextpdf.io.codec.Jbig2SegmentReader.Jbig2Page com.itextpdf.io.source.IRandomAccessSource com.itextpdf.io.source.RandomAccessFileOrArray int ","NULL JBIG2Globals JBIG2Decode ","getData setColorSpace setBpc getPage read createSource loadData put setWidth getGlobal setHeight ","","java.lang.IllegalArgumentException ",com.itextpdf.io.IOException
392,"IfStatement","null",true,"jpeg image ","com.itextpdf.io.image.ImageData com.itextpdf.io.image.ImageType ","","getOriginalType ","","com.itextpdf.io.IOException ",java.lang.IllegalArgumentException
393,"CatchClause","java.io.IOException",true,"error i d length jpeg stream image size image ","com.itextpdf.io.image.ImageData java.lang.String int java.io.InputStream ","Byte array NULL ","getData loadData getUrl processParameters toString ","","java.lang.IllegalArgumentException ",com.itextpdf.io.IOException
394,"IfStatement","null",true,"jpeg stream ","java.io.InputStream ","0xD8 0xFF ","read ","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
395,"IfStatement","null",false,"","int ","","","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
396,"IfStatement","null",false,"length bcomp ","int byte ","","","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
397,"IfStatement","null",true,"jpeg stream ","java.io.InputStream ","0x08 ","read ","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
398,"IfStatement","null",false,"markertype unsupported_marker ","int ","","","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
399,"CatchClause","java.lang.Exception",true,"raf ","com.itextpdf.io.codec.Jbig2SegmentReader com.itextpdf.io.source.RandomAccessFileOrArray ","","read numberOfPages ","","",com.itextpdf.io.IOException
400,"IfStatement","null",true,"bmp image ","com.itextpdf.io.image.ImageData com.itextpdf.io.image.ImageType ","","getOriginalType ","","com.itextpdf.io.IOException ",java.lang.IllegalArgumentException
401,"CatchClause","java.io.IOException",true,"width x pels per meter length image bmp y pels per meter image size bmp stream height ","com.itextpdf.io.image.ImageData com.itextpdf.io.image.BmpImageHelper.BmpParameters int java.io.InputStream long ","0.5d 0.0254d NULL ","getData loadData setHeight setDpi getImage setWidth process ","","java.lang.IllegalArgumentException ",com.itextpdf.io.IOException
402,"IfStatement","null",true,"input stream bmp ","java.io.InputStream com.itextpdf.io.image.BmpImageHelper.BmpParameters ","","readUnsignedByte ","java.io.IOException ","com.itextpdf.io.IOException java.lang.RuntimeException java.lang.RuntimeException java.lang.RuntimeException ",com.itextpdf.io.IOException
403,"SwitchStatement","null",true,"compression bmp ","long com.itextpdf.io.image.BmpImageHelper.BmpParameters ","","","java.io.IOException ","com.itextpdf.io.IOException java.lang.RuntimeException java.lang.RuntimeException java.lang.RuntimeException ",com.itextpdf.io.IOException
404,"SwitchStatement","null",false,"cs type ","long ","","","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException java.lang.RuntimeException java.lang.RuntimeException ",java.lang.RuntimeException
405,"SwitchStatement","null",false,"cs type ","long ","","","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException java.lang.RuntimeException java.lang.RuntimeException ",java.lang.RuntimeException
406,"IfStatement","null",false,"size ","long ","108 ","","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException java.lang.RuntimeException java.lang.RuntimeException ",java.lang.RuntimeException
407,"SwitchStatement","null",true,"compression bmp ","long com.itextpdf.io.image.BmpImageHelper.BmpParameters ","","","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
408,"SwitchStatement","null",true,"compression bmp ","long com.itextpdf.io.image.BmpImageHelper.BmpParameters ","","","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
409,"SwitchStatement","null",true,"compression bmp ","long com.itextpdf.io.image.BmpImageHelper.BmpParameters ","","","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
410,"SwitchStatement","null",true,"compression bmp ","long com.itextpdf.io.image.BmpImageHelper.BmpParameters ","","","java.io.IOException ","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
411,"IfStatement","null",false,"","int ","","","java.io.IOException ","",com.itextpdf.io.IOException
412,"IfStatement","null",false,"mask ","boolean ","","","","com.itextpdf.io.IOException ",com.itextpdf.io.IOException
413,"IfStatement","null",true,"mask image mask ","com.itextpdf.io.image.ImageData boolean ","","","","com.itextpdf.io.IOException ",com.itextpdf.io.IOException
414,"IfStatement","null",false,"","","","canBeMask ","","",com.itextpdf.io.IOException
415,"CatchClause","java.lang.Exception",true,"raf ","com.itextpdf.io.source.RandomAccessFileOrArray ","","getNumDirectories ","","",com.itextpdf.io.IOException
416,"CatchClause","java.lang.InterruptedException",false,"","java.awt.image.PixelGrabber ","","grabPixels ","java.io.IOException ","java.io.IOException ",java.io.IOException
417,"IfStatement","null",false,"abort ","int java.awt.image.PixelGrabber ","","getStatus ","java.io.IOException ","java.io.IOException ",java.io.IOException
418,"CatchClause","java.io.IOException",true,"gif last frame number image gif stream ","com.itextpdf.io.image.GifImageData java.io.InputStream int com.itextpdf.io.image.GifImageHelper.GifParameters ","NULL ","getData loadData process ","","",com.itextpdf.io.IOException
419,"IfStatement","null",true,"gif last frame number current frame ","int com.itextpdf.io.image.GifImageHelper.GifParameters ","","","java.io.IOException ","",com.itextpdf.io.IOException
420,"IfStatement","null",false,"","java.lang.StringBuilder ","GIF8 ","startsWith toString ","java.io.IOException ","",com.itextpdf.io.IOException
421,"CatchClause","java.lang.Exception",true,"m_out length transparency image m_curr_table gif img colorspace len m_bpc ","com.itextpdf.io.image.GifImageHelper.GifParameters int java.lang.Object com.itextpdf.io.image.RawImageData byte java.util.Map com.itextpdf.io.image.ImageType com.itextpdf.io.image.GifImageData boolean ","/DeviceRGB ColorSpace /Indexed NULL ","convertToString setTransparency updateImageAttributes updateRawImageParameters addFrame put ","java.io.IOException ","",com.itextpdf.io.IOException
422,"IfStatement","null",true,"image tiff ","com.itextpdf.io.image.ImageData com.itextpdf.io.image.ImageType ","","getOriginalType ","","com.itextpdf.io.IOException ",java.lang.IllegalArgumentException
423,"CatchClause","java.io.IOException",true,"additional jpeg processing tiff ras image raf ","com.itextpdf.io.image.TiffImageHelper.TiffParameters com.itextpdf.io.image.ImageData com.itextpdf.io.source.IRandomAccessSource com.itextpdf.io.source.RandomAccessFileOrArray com.itextpdf.io.image.TiffImageData boolean java.util.Map ","NULL ","getData loadData updateImageAttributes processTiffImage createSource close ","","java.lang.IllegalArgumentException ",com.itextpdf.io.IOException
424,"IfStatement","null",false,"page ","int ","","","","com.itextpdf.io.IOException java.lang.RuntimeException java.lang.RuntimeException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
425,"IfStatement","null",false,"dir tifftag_tilewidth ","int com.itextpdf.io.codec.TIFFDirectory ","","isTagPresent ","","com.itextpdf.io.IOException java.lang.RuntimeException java.lang.RuntimeException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
426,"IfStatement","null",false,"recover from image error ","boolean ","","","","com.itextpdf.io.IOException com.itextpdf.io.IOException java.lang.RuntimeException com.itextpdf.io.IOException com.itextpdf.io.IOException ",java.lang.RuntimeException
427,"IfStatement","null",false,"rows strip ","int ","","","","com.itextpdf.io.IOException com.itextpdf.io.IOException java.lang.RuntimeException com.itextpdf.io.IOException com.itextpdf.io.IOException ",java.lang.RuntimeException
428,"IfStatement","null",false,"recover from image error ","boolean ","","","","com.itextpdf.io.IOException com.itextpdf.io.IOException java.lang.RuntimeException java.lang.RuntimeException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
429,"CatchClause","java.lang.Exception",false,"x y ratio compression tifftag_group3options reverse decoder compression_none length t4 options field ccitt_blackis1 tiff t6 options ","int com.itextpdf.io.codec.TIFFDirectory byte long com.itextpdf.io.image.TiffImageHelper.TiffParameters long com.itextpdf.io.image.TiffImageData com.itextpdf.io.codec.TIFFField float com.itextpdf.io.source.RandomAccessFileOrArray com.itextpdf.io.codec.TIFFFaxDecoder ","NULL 2.0 ","getFieldAsLong isTagPresent getField seek fax4Encode readFully updateRawImageParameters length setDpi getArrayLongShort getAsLong ","","com.itextpdf.io.IOException com.itextpdf.io.IOException java.lang.RuntimeException java.lang.RuntimeException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
430,"SwitchStatement","null",false,"compression ","int ","","","","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
431,"IfStatement","null",false,"compression compression_ojpeg compression_jpeg ","int ","","","","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
432,"IfStatement","null",true,"tifftag_planarconfig dir planarconfig_separate ","int com.itextpdf.io.codec.TIFFDirectory ","","isTagPresent getFieldAsLong ","","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
433,"SwitchStatement","null",false,"bits per sample ","int ","","","","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
434,"IfStatement","null",false,"predictor ","int ","","","","com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException com.itextpdf.io.IOException ",com.itextpdf.io.IOException
